name, rating, rd, vol, inactivity
quaff 2342.16669405569 97.43429283921462 0.08143527392076073 1
krizski 1995.8800140842295 67.63393901881852 0.08079269256228593 1
odds 1961.4144867159 109.61983838220304 0.08006226487292457 2
riceboy 1956.4003241823002 123.07166836381869 0.08025313123687698 0
garbage 1910.8951634217328 77.50977967376001 0.0796797525515513 1
mach5 1876.3832567783197 251.75118614503563 0.08190445831123783 13
mftea 1855.015843576333 177.74780551782078 0.0802745213750589 7
mono 1831.9583232112084 177.00932303612154 0.08034185205647729 0
poppinfresh 1813.3875273517517 62.82008991752702 0.079783611112431 0
swan 1808.7412305532123 59.077166321945406 0.08000227844031783 0
minijoel 1744.884946806326 60.92199402206293 0.07972201286882179 1
dimentio 1732.677150832507 95.87887366306433 0.07971508531575185 0
qwuv 1731.7912145994298 61.812720861723506 0.07955899695480373 2
milesss 1727.1251816866754 82.78866245398285 0.0797535251239312 0
wamsa 1682.9893779173187 61.65868905470757 0.07924797448890954 0
me$|ataro 1670.769667745544 213.8443707042129 0.08000083374174367 1
zipper 1639.3238154025935 236.2478210231859 0.07991238481900091 12
brunch 1636.6533007098215 82.80669634034787 0.08000602817811586 0
nitro 1616.9489250343047 199.52174458399116 0.07995420354386831 6
birmi 1598.7773641318424 57.03530717502707 0.07905221094008595 1
isis 1597.2546081259495 74.8328385430729 0.07935010126009863 0
aozorax 1591.7952049507828 171.53076929776824 0.08006364568426153 5
liban$ 1583.301538772053 80.45099944651442 0.07947151309705629 1
rat! 1580.6422306932848 68.69873337931048 0.07928096380799192 1
rash 1575.5984845546748 214.50582016029432 0.0798017572796421 13
vision 1571.9032001307817 70.25297555725929 0.07921740354139381 0
tino 1557.7051573597491 220.8697995801382 0.07992851754031959 3
magpie 1536.6268015522003 145.33131589889393 0.07981614405759505 2
bigbird 1516.9534401552257 102.90921343393663 0.07996101884318196 0
gocutiego 1514.870075119944 260.04357068282286 0.0798496745152066 12
dunk 1512.7993489579549 194.35271030188338 0.07992182539625185 3
tsteak 1507.274148654566 84.1368789366405 0.07986126226549924 2
stewie2k 1497.10566619941 211.99668704467163 0.07989190219884208 6
rtsvicta 1486.1696725818313 265.61453746317403 0.0798840022950184 11
seemorebutts 1484.0557907386255 181.29142466276159 0.07989355202666006 4
thunderbob 1482.0825169069954 200.7092756309469 0.07987607428220993 6
unrealodin 1481.600263237364 199.91051209322575 0.07993552479155218 1
blackgun 1474.8150707781838 320.8337391377867 0.07996565638163673 15
thegroose 1474.3161153297165 112.31991013972048 0.07975664392613656 0
silver 1472.63836405722 200.99007463017287 0.07993794907273116 0
nate 1467.4555925362756 121.24123758628701 0.07993296849580893 1
linda 1464.9364431997237 242.79412471723484 0.07983743125475752 11
babe 1436.8655301765905 348.94446614810744 0.07994616493418365 14
kova 1428.3921604775735 151.09557744841268 0.07981648595328007 2
meleekunis 1410.6679853281703 328.94235419823434 0.07994197329812161 14
finsnreads 1408.1955398443633 191.99483108781195 0.07990047117244754 7
venison 1403.8497128941035 111.59501804764459 0.07975666204925765 1
danny 1393.135367258647 192.96293450153848 0.07995964234411221 0
sykke 1388.362976692788 277.447315811534 0.07991287383919121 12
me$|jafrie 1387.7199541713128 227.57446313036073 0.07997494523535531 1
tomthebomb 1386.4034768571669 220.0436236432908 0.07996531718146956 5
j0ey 1384.474533894289 158.36759846576993 0.07999417871614269 2
fullmetalbiochemist 1382.81765596127 223.72903471499973 0.07997550933590501 0
