name, rating, rd, vol, inactivity
quaff 2342.16669405569 101.45594011621239 0.08143527392076073 2
krizski 1996.5717677127834 68.94759430053179 0.08077880176280713 0
riceboy 1956.4003241823002 123.85878295608507 0.08025313123687698 1
garbage 1943.181586065999 74.73880357599542 0.07966695478757799 1
mach5 1876.3832567783197 264.1529360799477 0.08190445831123783 14
mftea 1855.015843576333 190.29399471080797 0.0802745213750589 8
odds 1845.2694640699583 107.05532306924857 0.08013948933480536 0
mono 1831.6751409012736 99.47343104116786 0.08028459633674963 0
milesss 1823.9149114947309 67.75289816754106 0.07972031465056532 0
swan 1808.7412305532123 60.68987539928571 0.08000227844031783 1
poppinfresh 1791.424706416262 60.37662075689218 0.07973593185193446 0
minijoel 1741.128328667413 63.0514798123856 0.0796825188785618 0
dimentio 1732.677150832507 96.87375062085559 0.07971508531575185 1
qwuv 1731.7912145994298 66.33898765984227 0.07955899695480373 3
wamsa 1682.9893779173187 63.17688083202499 0.07924797448890954 1
me$|ataro 1670.769667745544 217.29549062317224 0.08000083374174367 2
zipper 1639.3238154025935 248.65533697196383 0.07991238481900091 13
brunch 1636.6533007098215 83.964971628358 0.08000602817811586 1
nitro 1616.9489250343047 212.00460967842258 0.07995420354386831 7
rat! 1599.624447323536 64.10999166991057 0.07930534689674329 0
liban$ 1594.6804492835151 71.86298128214611 0.07936690918180055 0
aozorax 1591.7952049507828 184.0937263313062 0.08006364568426153 6
isis 1591.779838052039 69.23062521845972 0.07921982426661216 0
birmi 1586.0030377252988 56.66621304985921 0.07902832103067754 0
rash 1575.5984845546748 226.95331878214185 0.0798017572796421 14
vision 1570.043981254179 68.19862661074325 0.07915069636865041 0
tino 1557.7051573597491 228.30581050758946 0.07992851754031959 4
tsteak 1549.7279496988358 74.98660589388585 0.07978967404938626 0
magpie 1536.6268015522003 148.99124307234135 0.07981614405759505 3
bigbird 1516.9534401552257 103.84245967008417 0.07996101884318196 1
gocutiego 1514.870075119944 272.4132713374897 0.0798496745152066 13
dunk 1512.7993489579549 201.84798463677654 0.07992182539625185 4
2665 1507.1628955477752 190.65306558911976 0.07992581242620753 0
stewie2k 1497.10566619941 224.45049333548843 0.07989190219884208 7
rtsvicta 1486.1696725818313 277.9768057959347 0.0798840022950184 12
seemorebutts 1484.0557907386255 188.82190575471165 0.07989355202666006 5
thunderbob 1482.0825169069954 213.18835406464808 0.07987607428220993 7
unrealodin 1481.600263237364 203.39221553919575 0.07993552479155218 2
thegroose 1474.3161153297165 113.17123026546635 0.07975664392613656 1
silver 1472.63836405722 201.46922593652343 0.07993794907273116 1
nate 1467.4555925362756 125.03381728832291 0.07993296849580893 2
linda 1464.9364431997237 255.18992831107175 0.07983743125475752 12
babe 1436.8655301765905 361.2207310516256 0.07994616493418365 15
kova 1428.3921604775735 154.730441390025 0.07981648595328007 3
chewwie 1420.3152717720068 162.45601796680833 0.07990239697105435 0
venison 1416.555503961867 109.35144765078019 0.07972640657132928 0
yunggravy 1409.3672129334075 208.89079079605014 0.0799597421011381 0
finsnreads 1408.1955398443633 204.49590459609138 0.07990047117244754 8
danny 1393.135367258647 193.46223835444422 0.07995964234411221 1
sykke 1388.362976692788 289.7944041710904 0.07991287383919121 13
me$|jafrie 1387.7199541713128 230.99814408439065 0.07997494523535531 2
tomthebomb 1386.4034768571669 232.48167105591855 0.07996531718146956 6
j0ey 1384.474533894289 161.97611937281147 0.07999417871614269 3
fullmetalbiochemist 1382.81765596127 224.15999003893094 0.07997550933590501 1
duckrobin 1341.8419840355284 70.43563528535806 0.07942368193485784 2
runawayfire 1338.7611791135012 308.66730456901666 0.07997945648452567 7
bapple 1338.6058414150666 90.37804276461446 0.08004905460533553 3
noah 1329.047346327755 239.76160826666955 0.07999845608672154 2
thetripod 1327.4066127539356 225.1576478129438 0.08000047200593542 2
"letsgofolie" 1326.1027297222863 254.22306391734222 0.07999964179298959 0
ashley 1319.0886712616348 178.93458787328717 0.07988802831752881 6
dishwash 1318.4685921763564 176.45834442305187 0.07996488947284215 3
soupostrich 1311.0762361878883 258.4938191963637 0.07989253855154628 13
tomato 1303.3511743572353 265.7752125948019 0.0800113306486599 6
seen 1300.7495745098684 102.67066796060197 0.07994075448981224 2
mosizzle 1299.0681615269568 154.2567419260702 0.07998993874896498 1
helvetios 1295.939240995548 235.63230156780517 0.08001640112320245 3
killiants 1294.4435048472 172.79121013476473 0.08001791621639506 0
rain 1293.301238108521 165.03042553010263 0.07994961992516528 6
slinky 1293.1400429055873 189.61030851392846 0.08002617914387998 7
arcanum 1289.878291764529 226.8893988717308 0.08002063070772257 0
quote 1272.3572559615159 205.50335190970543 0.08005184487729793 0
wpi|folie 1268.5404738126736 160.96460014630065 0.07996515685517741 4
ed 1267.4651503488935 173.53033152301987 0.08003570411061882 3
calcium 1265.3763612560929 227.88240828483507 0.08003605293254899 1
jams 1262.6590593234203 238.05983015620936 0.08006491462218025 6
jip 1258.038619328462 234.5102008218672 0.08008751381021012 7
yzus 1254.112684764468 387.57162255311016 0.0800234653817166 15
spicymeme 1252.0907519721843 345.56418773697976 0.08000627908556514 9
greenapple 1246.6986399627394 220.9024624365828 0.0799305519403124 12
josh 1242.5167245804296 238.125164383689 0.08004893703084758 3
me$|platplat 1236.290522063629 168.0675519126799 0.07994041369004806 4
dokmomo 1233.253654318617 143.6311628029107 0.07981383082475124 3
me$|smflow 1230.7893891516105 180.22814765939813 0.0799039186962291 4
whatgood 1220.0532317896061 224.06018720981206 0.08007501403864403 1
swell 1219.0025043226096 286.9856957160014 0.08007393684640707 9
unity 1215.168176461444 110.9178941495729 0.08008753406979613 3
tmah 1204.7622220940295 312.83759706493515 0.0800482907372163 9
moobesor 1204.2336345102879 255.66329310960447 0.08009352519395826 6
spice 1184.0319270244477 234.55573206124475 0.08006785225595031 5
divus 1180.1705340262693 312.274092182877 0.08006410443229069 14
jam 1178.8756235820515 269.2793410821007 0.07997215896205111 5
aids 1176.4063596191997 93.64686615753604 0.07980762900414394 0
tv 1172.9935958873853 237.28105144166727 0.08004942256821392 4
twdock 1172.413512312346 246.05653339546024 0.08009249661799361 12
busso 1168.1332476194389 215.6388589783459 0.08041285067993123 7
daemomlock 1167.6815494218408 353.9317727894482 0.08005533460265431 11
auntjemina 1165.9555624963305 228.00510935289782 0.07998493584024433 5
nickzack 1160.4615918984346 116.42607524957852 0.08005803998389854 0
tubbs 1152.9304635024153 232.4137893397075 0.0801362665298749 3
darkmatter 1151.9036126169785 296.7410445240783 0.0800002584690532 14
edmonster 1138.924037025396 253.6462421510587 0.08011805811611149 4
jts 1132.921472681955 224.0694368903616 0.08010128004914724 7
boss 1128.9382382374786 200.53530099526603 0.0800356116431996 4
spencomatic 1126.8514318422945 230.74818106592582 0.0801486469377001 0
skittles 1125.2290033445236 221.49481750705138 0.0804820888611083 7
xavier 1118.9535816874254 227.6653742735106 0.08042900537497745 7
midnighthillbomber 1111.3982164272502 267.77231775317 0.08081794557737167 12
father3 1096.940870337663 226.8769245405939 0.08019351651745675 0
? 1087.5827561440208 177.69452636397722 0.08060940538672018 3
kalco 1087.4727277507118 350.1681593872933 0.08011461510372844 11
cal 1081.7734273998365 166.75518753577424 0.08052030704055106 3
infest 1045.615818740067 221.67015125139778 0.0800484812238894 5
derpinator 1018.2581494954864 143.13021536257068 0.07996104333438218 4
ozio 1006.5522443917566 272.71370275712405 0.0803009615262413 7
dante 999.677747642175 276.1076287089074 0.08117578999063538 12
