name, rating, rd, vol, inactivity
quaff 2342.16669405569 105.43748585334299 0.08143527392076073 3
krizski 1996.5717677127834 70.3611247107238 0.08077880176280713 1
riceboy 1956.4003241823002 127.64092697373289 0.08025313123687698 2
garbage 1917.8038668161598 72.35048348733288 0.07965354025913116 1
odds 1845.2694640699583 107.95672603931715 0.08013948933480536 1
poppinfresh 1834.8651154369168 58.51678087014779 0.07974878548639186 0
mftea 1833.2942470537644 126.12296666777596 0.08024941894804251 1
mono 1831.6751409012736 100.44639606865547 0.08028459633674963 1
milesss 1823.9149114947309 69.15378163982483 0.07972031465056532 1
swan 1798.809887792747 59.30785873520804 0.07997585906295936 0
dimentio 1778.5654112410919 82.36234988242224 0.0796815852555921 0
minijoel 1741.128328667413 64.5530603246454 0.0796825188785618 1
qwuv 1728.5345969609598 64.42684566115165 0.07952039949714956 0
wamsa 1682.9893779173187 67.65943556344007 0.07924797448890954 2
me$|ataro 1670.769667745544 220.73946051350094 0.08000083374174367 3
brunch 1647.9794575770522 77.98031607018254 0.07994406396906359 0
nitro 1616.9489250343047 224.4591063138483 0.07995420354386831 8
rat! 1609.4990120647897 63.62588058841718 0.07924197622748866 1
liban$ 1594.6804492835151 73.17364084430623 0.07936690918180055 1
aozorax 1591.7952049507828 196.618379099309 0.08006364568426153 7
isis 1591.779838052039 70.58519096287681 0.07921982426661216 1
birmi 1580.3209867582018 55.94049267994138 0.07895788819092163 0
vision 1570.043981254179 69.57091349658751 0.07915069636865041 1
tino 1557.7051573597491 235.72764701578606 0.07992851754031959 5
tsteak 1538.6699438388603 71.36609375299513 0.07971807313424992 0
tsteak 1538.6699438388603 71.36609375299513 0.07971807313424992 0
magpie 1536.6268015522003 156.63502994000052 0.07981614405759505 4
bigbird 1533.3855386143161 93.3752856764984 0.07988464998287133 0
dunk 1512.7993489579549 209.32491200357433 0.07992182539625185 5
2665 1507.1628955477752 191.15797594329334 0.07992581242620753 1
rash 1500.0 350.0 0.08 0
stewie2k 1497.10566619941 236.87916924232917 0.07989190219884208 8
seemorebutts 1484.0557907386255 201.3312886156503 0.07989355202666006 6
thunderbob 1482.0825169069954 225.63945046675377 0.07987607428220993 8
unrealodin 1476.235606993388 152.5730736566878 0.07986379195336968 0
thegroose 1474.3161153297165 117.01619405068531 0.07975664392613656 2
silver 1472.63836405722 204.94724038491188 0.07993794907273116 2
nate 1467.4555925362756 128.80250528584475 0.07993296849580893 3
kova 1428.3921604775735 162.35045160119262 0.07981648595328007 4
