name, rating, rd, vol, inactivity
quaff 2371.68803656417 100.28815974585588 0.08142624348276065 0
krizski 1967.3365351795924 67.34458249416987 0.08075778861733318 0
riceboy 1956.4003241823002 146.8342583188247 0.08025313123687698 5
garbage 1937.7288399625106 65.30438446919182 0.07960581933486251 1
mono 1872.9157236489893 73.66673433194083 0.08023233866199891 1
soonsay 1864.2754265238207 60.58652134296342 0.0796495444436417 1
mftea 1846.4072005961652 112.4294317688268 0.08022434449856093 0
odds 1845.2694640699583 123.54818115663343 0.08013948933480536 4
poppinfresh 1821.731939699376 56.8122325321778 0.07969849533497962 1
swan 1785.846641727313 61.131047762955845 0.07995040033659817 1
dimentio 1778.5654112410919 91.74293863480939 0.0796815852555921 3
qwuv 1762.9002103824405 65.11343734068042 0.0795266129584281 1
minijoel 1725.56983674542 60.611610810241984 0.07961391431924635 0
wamsa 1697.218679693967 71.08078085278463 0.07920915416380735 2
me$|ataro 1670.769667745544 248.00889583305914 0.08000083374174367 6
brunch 1647.9794575770522 87.56375359241318 0.07994406396906359 3
rat! 1624.0162770538443 62.652156660973695 0.07904514684849445 1
nitro 1616.9489250343047 261.68190045012574 0.07995420354386831 11
liban$ 1594.6804492835151 89.83418478822513 0.07936690918180055 4
aozorax 1591.7952049507828 234.00783503569946 0.08006364568426153 10
birmi 1590.36019941954 55.06474908934608 0.07880046304123266 0
isis 1586.230098612618 64.46043253950816 0.07910809753661202 0
tsteak 1577.282224692761 68.83559516332555 0.07975231692052671 1
vision 1570.043981254179 86.3844932422677 0.07915069636865041 4
tino 1557.7051573597491 272.8941526492654 0.07992851754031959 8
magpie 1536.6268015522003 189.37450395252026 0.07981614405759505 7
rash 1534.9869436456854 135.3307278339096 0.07983287533111486 1
bigbird 1533.3855386143161 102.38904445703936 0.07988464998287133 3
dunk 1512.7993489579549 246.63012162449658 0.07992182539625185 8
2665 1507.1628955477752 205.64193596598156 0.07992581242620753 4
johndura 1500.0 353.5513896530316 0.08 2
venison 1498.6503706827084 87.83437052716224 0.07966601301750184 1
stewie2k 1497.10566619941 274.03922418582516 0.07989190219884208 11
seemorebutts 1484.0557907386255 238.68435868933298 0.07989355202666006 9
thunderbob 1482.0825169069954 262.8538096773017 0.07987607428220993 11
rip$5 1480.0501562004138 222.4155565525995 0.07995419724490244 0
thegroose 1477.079384560869 116.84915349905482 0.07973139017492566 1
unrealodin 1476.235606993388 160.44193676278414 0.07986379195336968 3
silver 1472.63836405722 223.32545129709527 0.07993794907273116 5
cross 1471.683407198047 188.6258674588496 0.07992128431706443 2
nate 1464.2936436445848 123.66234030985342 0.07988339034437872 1
jam 1451.6049070174347 175.66828669865185 0.07997682218637947 1
kova 1428.3921604775735 195.03212262153053 0.07981648595328007 7
superanimevapegod 1418.5983474217387 153.33002138121284 0.07991340246643752 1
dishwash 1413.05104777886 142.38836746111664 0.07994284910917064 1
yunggravy 1409.3672129334075 223.71087825504878 0.0799597421011381 4
bapple 1401.824413704273 83.75704737710333 0.07999808749589642 0
